SubDoc:,Name:,Rows:,ColumnCount:,ColumnNames:
10-K,"Securities Registered Pursuant to Section 12(b) of the Act: Registrant's telephone number, including area code: (706) 629-7721 (Zip Code)",4,2,"Title of Each Class, Name of Each Exchange on Which Registered"
,Properties,12,5,"Segment and Property Use, North America, Europe and Russia, Other, Total"
,Issuer Purchases of Equity Securities,4,5,"Period, Total Number of Shares Purchased in Millions, Average Price Paid per Share, Total Number of Shares Purchased as Part of Publicly Announced Plan in Millions, Approximate Dollar Value of Shares That May Yet Be Purchased Under the Plan in Millions"
,Selected Financial Data,22,1,Statement of operations data
,"2017 and December 31, 2018 Consolidated Balance Sheets MOHAWK INDUSTRIES, INC. AND SUBSIDIARIES",36,1,ASSETS
,"2016 and 2017 , December 31, 2018 Years Ended Consolidated Statements of Operations MOHAWK INDUSTRIES, INC. AND SUBSIDIARIES",5,1,"Basic earnings per share attributable to Mohawk Industries, Inc"
,"(4) Restructuring, Acquisition and Integration-Related Costs",8,1,Cost of sales
,"s to Consolidated Financial Statements--(Continued) MOHAWK INDUSTRIES, INC. AND SUBSIDIARIES",9,1,Indefinite life assets not subject to amortization
,"s to Consolidated Financial Statements--(Continued) MOHAWK INDUSTRIES, INC. AND SUBSIDIARIES_2",9,1,Intangible assets subject to amortization
,"s to Consolidated Financial Statements--(Continued) MOHAWK INDUSTRIES, INC. AND SUBSIDIARIES_3",12,3,"Line Item, Fair Value, CarryingValue"
,"Pursuant to the requirements of the Securities Exchange Act of 1934, this report has been signed below by the following persons on behalf of the registrant and in the capacities and on the dates indicated",1,2,"Line Item, Jeffrey S. Lorberbaum"
,"Pursuant to the requirements of the Securities Exchange Act of 1934, this report has been signed below by the following persons on behalf of the registrant and in the capacities and on the dates indicated_2",1,2,"Line Item, Frank H. Boykin"
,"Pursuant to the requirements of the Securities Exchange Act of 1934, this report has been signed below by the following persons on behalf of the registrant and in the capacities and on the dates indicated_3",1,2,"Line Item, James F. Brunk"
EXHIBIT 10.18,Prior agreements,6,2,"For the Company, The Service Provider"
EXHIBIT 10.21,"Mohawk Carpet Corporation, LLC",8,1,Unvested Stock
EXHIBIT 10.22,Signatures appear on the following page,4,2,"Executive, Mohawk Carpet, LLC"
EXHIBIT 31.1,CERTIFICATIONS EXHIBIT 31.1,1,1,Jeffrey S. Lorberbaum
EXHIBIT 31.2,CERTIFICATIONS EXHIBIT 31.2,1,1,Frank H. Boykin
EXHIBIT 32.1,EXHIBIT 32.1,1,1,Jeffrey S. Lorberbaum
EXHIBIT 32.2,EXHIBIT 32.2,1,1,Frank H. Boykin
