SubDoc:,Name:,Rows:,ColumnCount:,ColumnNames:
10-K,Retail Mall Operations,5,3,"Mall Name, Total  GLA, Selected Significant Tenants"
,Retail Mall Operations_2,12,4,"Category, Square Feet, ofSquare  Feet, Representative Tenants"
,Purchases of Equity Securities by the Issuer,3,5,"Period, TotalNumberof SharesPurchased, WeightedAveragePrice Paid Per Share, Total Numberof SharesPurchased asPart of a PubliclyAnnounced Program, ApproximateDollar Value ofShares that MayYet Be PurchasedUnder the Program"
,Performance Graph,3,7,"Line Item, 12/31/2013, 12/31/2014, 12/31/2015, 12/31/2016, 12/31/2017, 12/31/2018"
,SELECTED FINANCIAL DATA,19,6,"Line Item, YE 12/31/2018, YE 12/31/2017, YE 12/31/2016, YE 12/31/2015, YE 12/31/2014"
,SELECTED FINANCIAL DATA_2,4,6,"Line Item,  12/31/2018,  12/31/2017,  12/31/2016,  12/31/2015,  12/31/2014"
,Operating Revenues,7,4,"Line Item, YE 12/31/2018, YE 12/31/2017, Percent Change"
,Operating Revenues_2,26,4,"Line Item, YE 12/31/2018, YE 12/31/2017, Change"
,Operating Revenues_3,39,4,"Line Item, YE 12/31/2018, YE 12/31/2017, Change"
,Operating Revenues_4,39,4,"Line Item, YE 12/31/2018, YE 12/31/2017, Change"
,Sands Bethlehem,26,4,"Line Item, YE 12/31/2018, YE 12/31/2017, Change"
,Operating Expenses,15,4,"Line Item, YE 12/31/2018, YE 12/31/2017, Percent Change"
,Segment Adjusted Property EBITDA,15,4,"Line Item, YE 12/31/2018, YE 12/31/2017, Percent Change"
,Interest Expense,8,3,"Line Item, YE 12/31/2018, YE 12/31/2017"
,"Operating Revenues December 31, 2016 Compared to the Year Ended December 31, 2017 Year Ended",7,4,"Line Item, YE 12/31/2017, YE 12/31/2016, Percent Change"
,"Operating Revenues December 31, 2016 Compared to the Year Ended December 31, 2017 Year Ended_2",42,4,"Line Item, YE 12/31/2017, YE 12/31/2016, Change"
,"Operating Revenues December 31, 2016 Compared to the Year Ended December 31, 2017 Year Ended_3",23,4,"Line Item, YE 12/31/2017, YE 12/31/2016, Change"
,"Operating Revenues December 31, 2016 Compared to the Year Ended December 31, 2017 Year Ended_4",7,4,"Line Item, YE 12/31/2017, YE 12/31/2016, Change"
,Sands Bethlehem_2,33,4,"Line Item, YE 12/31/2017, YE 12/31/2016, Change"
,Operating Expenses_2,15,4,"Line Item, YE 12/31/2017, YE 12/31/2016, Percent Change"
,Adjusted Property EBITDA,15,4,"Line Item, YE 12/31/2017, YE 12/31/2016, Percent Change"
,Interest Expense_2,8,3,"Line Item, YE 12/31/2017, YE 12/31/2016"
,Additional Information Regarding our Retail Mall Operations,39,7,"Line Item, Shoppes at Venetian, Shoppes at Four Seasons, Shoppes at Cotai Central, Shoppes at Parisian, The Shoppes at Marina Bay Sands, Total"
,Cash Flows -- Summary Liquidity and Capital Resources,18,4,"Line Item, YE 12/31/2018, YE 12/31/2017, YE 12/31/2016"
,Aggregate Indebtedness and Other Known Contractual Obligations,13,6,"Line Item, 2019, 2020 - 2021, 2022 - 2023, Thereafter, Total"
,CONSOLIDATED BALANCE SHEETS LAS VEGAS SANDS CORP. AND SUBSIDIARIES,39,3,"Line Item,  12/31/2018,  12/31/2017"
,CONSOLIDATED STATEMENTS OF OPERATIONS LAS VEGAS SANDS CORP. AND SUBSIDIARIES,39,4,"Line Item, YE 12/31/2018, YE 12/31/2017, YE 12/31/2016"
,CONSOLIDATED STATEMENTS OF COMPREHENSIVE INCOME LAS VEGAS SANDS CORP. AND SUBSIDIARIES,5,4,"Line Item, YE 12/31/2018, YE 12/31/2017, YE 12/31/2016"
,CONSOLIDATED STATEMENTS OF EQUITY LAS VEGAS SANDS CORP. AND SUBSIDIARIES,24,9,"Balance at January 1, 2016, 1, (2,443, ), 6,485, (66, 2,822, 1,600, 8,399"
,CONSOLIDATED STATEMENTS OF CASH FLOWS LAS VEGAS SANDS CORP. AND SUBSIDIARIES,36,4,"Line Item, YE 12/31/2018, YE 12/31/2017, YE 12/31/2016"
,CONSOLIDATED STATEMENTS OF CASH FLOWS (CONTINUED) LAS VEGAS SANDS CORP. AND SUBSIDIARIES,9,4,"Line Item, YE 12/31/2018, YE 12/31/2017, YE 12/31/2016"
,Earnings Per Share,4,4,"Line Item, YE 12/31/2018, YE 12/31/2017, YE 12/31/2016"
,Revenue Disaggregation -- Revenue,16,7,"Line Item, Casino, Rooms, Food and Beverage, Mall, Convention, Retail and Other, Net Revenues"
,S TO CONSOLIDATED FINANCIAL STATEMENTS - (CONTINUED) LAS VEGAS SANDS CORP. AND SUBSIDIARIES,32,7,"Line Item, Casino, Rooms, Food and Beverage, Mall, Convention, Retail and Other, Net Revenues"
,S TO CONSOLIDATED FINANCIAL STATEMENTS - (CONTINUED) LAS VEGAS SANDS CORP. AND SUBSIDIARIES_2,3,3,"Line Item, 2018, 2017"
,"Accounts Receivable, Net",7,3,"Line Item,  12/31/2018,  12/31/2017"
,"Property and Equipment, Net",8,3,"Line Item,  12/31/2018,  12/31/2017"
,"Leasehold Interests in Land, Net",9,3,"Line Item,  12/31/2018,  12/31/2017"
,"Intangible Assets, Net",7,3,"Line Item,  12/31/2018,  12/31/2017"
,Other Accrued Liabilities,6,3,"Line Item,  12/31/2018,  12/31/2017"
,Long-Term Debt,15,3,"Line Item,  12/31/2018,  12/31/2017"
,Cash Flows from Financing Activities,12,4,"Line Item, YE 12/31/2018, YE 12/31/2017, YE 12/31/2016"
