SubDoc:,Name:,Rows:,ColumnCount:,ColumnNames:
10-K,"Market for Registrant's Common Equity, Related Stockholder Matters and Issuer Purchases of Equity Securities",4,5,"Period, Total Numberof SharesPurchased, AveragePrice Paidper Share, Total Number ofShares Purchasedas Part of PubliclyAnnounced Plansor Programs, Maximum Number(or Approximate Dollar Value) ofShares that May YetBe Purchased Underthe Plans orPrograms"
,STOCK PERFORMANCE GRAPH,3,7,"Comparison of 5 Year Cumulative Total Return, 2013, 2014, 2015, 2016, 2017, 2018"
,Selected Financial Data,25,6,"Line Item, YE 12/31/2018, YE 12/31/2017, YE 12/31/2016, YE 12/31/2015, YE 12/31/2014"
,Homebuilding Operations,13,4,"Line Item, YE 12/31/2018, YE 12/31/2017, YE 12/31/2016"
,Selected Segment Financial Data,5,4,"Line Item, YE 12/31/2018, YE 12/31/2017, YE 12/31/2016"
,Selected Segment Financial Data_2,5,4,"Line Item, YE 12/31/2018, YE 12/31/2017, YE 12/31/2016"
,Selected Segment Financial Data_3,5,4,"Line Item, YE 12/31/2018, YE 12/31/2017, YE 12/31/2016"
,Selected Segment Financial Data_4,5,4,"Line Item, YE 12/31/2018, YE 12/31/2017, YE 12/31/2016"
,Segment Operating Activity,6,3,"Line Item, Units, AveragePrice"
,Segment Operating Activity_2,6,3,"Line Item, Units, AveragePrice"
,Segment Operating Activity_3,6,3,"Line Item, Units, AveragePrice"
,Operating Data,5,4,"Line Item, YE 12/31/2018, YE 12/31/2017, YE 12/31/2016"
,Operating Data_2,6,4,"Line Item, YE 12/31/2018, YE 12/31/2017, YE 12/31/2016"
,Homebuilding Inventory,6,3,"Line Item, 2018, 2017"
,Homebuilding Inventory_2,6,3,"Line Item, 2018, 2017"
,Lots Controlled and Land Deposits,6,3,"Line Item, 2018, 2017"
,Lots Controlled and Land Deposits_2,6,3,"Line Item, 2018, 2017"
,Lots Controlled and Land Deposits_3,6,4,"Line Item, YE 12/31/2018, YE 12/31/2017, YE 12/31/2016"
,Homebuilding Segment Reconciliations to Consolidated Homebuilding Operations,7,4,"Line Item, YE 12/31/2018, YE 12/31/2017, YE 12/31/2016"
,Homebuilding Segment Reconciliations to Consolidated Homebuilding Operations_2,14,4,"Line Item, YE 12/31/2018, YE 12/31/2017, YE 12/31/2016"
,Homebuilding Segment Reconciliations to Consolidated Homebuilding Operations_3,6,4,"Line Item, YE 12/31/2018, YE 12/31/2017, YE 12/31/2016"
,Mortgage Banking Segment,5,2,"Capture rate, 88"
,Item 7A.    Quantitative and Qualitative Disclosure About Market Risk,14,9,"Line Item, 2019, 2020, 2021, 2022, 2023, Thereafter, Total, FairValue"
,"Executive Officers of the Registrant     Directors, Executive Officers, and Corporate Governance",6,3,"Name, Age, Positions"
,Equity Compensation Plan Information,3,4,"Plan category, Number of securities to beissued upon exercise ofoutstanding options,warrants and rights, Weighted-averageexercise price ofoutstanding options,warrants and rights, Number of securitiesremaining available forfuture issuance underequity compensationplans (excludingsecurities reflected in thefirst column)"
,2.    Exhibits,18,6,"Exhibit Number, Exhibit Description, Form, FileNumber, ExhibitNumber, Filing Date"
,2.    Exhibits_2,21,6,"Exhibit Number, Exhibit Description, Form, FileNumber, ExhibitNumber, Filing Date"
,2.    Exhibits_3,16,6,"Exhibit Number, Exhibit Description, Form, FileNumber, ExhibitNumber, Filing Date"
,2.    Exhibits_4,10,6,"Exhibit Number, Exhibit Description, Form, FileNumber, ExhibitNumber, Filing Date"
,SIGNATURES,3,1,"NVR, Inc"
,SIGNATURES_2,32,3,"Signature, Title, Date"
,"NVR, Inc",21,3,"Total assets, 3,165,933, 2,989,279"
,"NVR, Inc_2",6,4,"Income before taxes, 959,732, 846,911, 661,697"
,"NVR, Inc_3",24,9,"Balance, December 31, 2015, 206, 1,447,795, 5,270,114, (5,478,950, ), (17,333, 17,333, 1,239,165"
,"NVR, Inc_4",36,4,"Line Item, YE 12/31/2018, YE 12/31/2017, YE 12/31/2016"
,Earnings per Share,4,4,"Line Item, YE 12/31/2018, YE 12/31/2017, YE 12/31/2016"
,Earnings per Share_2,1,4,"Line Item, YE 12/31/2018, YE 12/31/2017, YE 12/31/2016"
,"NVR, Inc_5",7,4,"Line Item, YE 12/31/2018, YE 12/31/2017, YE 12/31/2016"
,"NVR, Inc_6",16,4,"Line Item, YE 12/31/2018, YE 12/31/2017, YE 12/31/2016"
,"NVR, Inc_7",6,4,"Line Item, YE 12/31/2018, YE 12/31/2017, YE 12/31/2016"
,"NVR, Inc_8",15,3,"Line Item, 2018, 2017"
,"NVR, Inc_9",5,4,"Line Item, YE 12/31/2018, YE 12/31/2017, YE 12/31/2016"
,"NVR, Inc_10",10,4,"Line Item, YE 12/31/2018, YE 12/31/2017, YE 12/31/2016"
,"NVR, Inc_11",9,4,"Line Item, YE 12/31/2018, YE 12/31/2017, YE 12/31/2016"
,"NVR, Inc_12",9,4,"Line Item, YE 12/31/2018, YE 12/31/2017, YE 12/31/2016"
,"NVR, Inc_13",6,3,"Line Item,  12/31/2018,  12/31/2017"
,"NVR, Inc_14",8,3,"Line Item,  12/31/2018,  12/31/2017"
,"NVR, Inc_15",5,4,"Line Item,  12/31/2018,  12/31/2017,  12/31/2016"
,"8.    Property, Plant and Equipment (""PP&E"")",11,3,"Line Item,  12/31/2018,  12/31/2017"
,10.    Common Stock,2,4,"Line Item, YE 12/31/2018, YE 12/31/2017, YE 12/31/2016"
,11.    Income Taxes,7,4,"Line Item, YE 12/31/2018, YE 12/31/2017, YE 12/31/2016"
,11.    Income Taxes_2,10,3,"Line Item,  12/31/2018,  12/31/2017"
,"NVR, Inc_16",6,4,"Line Item, YE 12/31/2018, YE 12/31/2017, YE 12/31/2016"
,"NVR, Inc_17",5,3,"Line Item, YE 12/31/2018, YE 12/31/2017"
,"Equity-Based Compensation Plans 12.    Equity-Based Compensation, Profit Sharing and Deferred Compensation Plans",4,4,"Equity-Based Compensation Plans, SharesAuthorized, Options/RSUsOutstanding, SharesAvailable to Issue"
,"Equity-Based Compensation Plans 12.    Equity-Based Compensation, Profit Sharing and Deferred Compensation Plans_2",4,4,"Total Options Granted, 6, 193, 146"
,"NVR, Inc_18",14,5,"Line Item, Shares, Weighted Avg. Per ShareExercise Price, Weighted Avg. RemainingContract Life (years), AggregateIntrinsic Value"
,"NVR, Inc_19",5,4,"Line Item, 2018, 2017, 2016"
,"NVR, Inc_20",2,4,"Line Item, YE 12/31/2018, YE 12/31/2017, YE 12/31/2016"
,13.    Commitments and Contingent Liabilities,9,1,Year Ending December 31
